,adress,city,room_type,rent,surface m2,furnish,availability,latitude,longitude,utilities,link,living_room,kitchen,shower,toilet,internet,energy_label,pets,room,geometry
758,Donkerstraat,Delft,Room,315,19,Furnished,15-04-'22 - 22-07-'22  2w,52.012882,4.364447,excluded,https://kamernet.nl/en/for-rent/room-delft/donkerstraat/room-2032202,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.364447 52.012882)
759,Zjoekowlaan,Delft,Room,415,8,Unfurnished,01-04-'22 - Indefinite period  2w,51.988453,4.346681,included,https://kamernet.nl/en/for-rent/room-delft/zjoekowlaan/room-2032098,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.346681 51.988453)
760,Simonsstraat,Delft,Room,445,25,Unfurnished,01-05-'22 - 30-04-'23  2w,52.008967,4.375121,included,https://kamernet.nl/en/for-rent/room-delft/simonsstraat/room-2032088,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.375121 52.008967)
761,E. du Perronlaan,Delft,Room,340,20,Unfurnished,30-04-'22 - Indefinite period  2w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2032101,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.352954 51.99601)
762,Voorstraat,Delft,Apartment,1585,80,Unfurnished,01-05-'22 - Indefinite period  2w,52.013782,4.355655,excluded,https://kamernet.nl/en/for-rent/apartment-delft/voorstraat/apartment-2031955,Own,Own,Own,Own,No,C,No,4,POINT (4.355655 52.013782)
763,Menno ter Braaklaan,Delft,Room,450,10,Unfurnished,08-04-'22 - Indefinite period  2w,51.994142,4.353287,included,https://kamernet.nl/en/for-rent/room-delft/menno-ter-braaklaan/room-2031860,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.353287 51.994142)
764,Van Hasseltlaan,Delft,Room,508,14,Furnished,10-04-'22 - 10-08-'22  2w,51.988451,4.343542,included,https://kamernet.nl/en/for-rent/room-delft/van-hasseltlaan/room-2031782,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.343542 51.988451)
765,Choorstraat,Delft,Room,400,25,Furnished,15-05-'22 - 31-08-'22  2w,52.012975,4.357544,included,https://kamernet.nl/en/for-rent/room-delft/choorstraat/room-2031712,Shared,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (4.357544 52.012975)
766,Trompetstraat,Delft,Room,400,16,Furnished,15-05-'22 - 31-08-'22  2w,52.01303,4.362282,included,https://kamernet.nl/en/for-rent/room-delft/trompetstraat/room-2031603,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.362282 52.01303)
767,Prof. Evertslaan,Delft,Room,371,18,Furnished,20-04-'22 - 29-06-'22  2w,52.003056,4.382287,included,https://kamernet.nl/en/for-rent/room-delft/prof.-evertslaan/room-2031591,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.382287 52.003056)
768,Menno ter Braaklaan,Delft,Room,340,12,Uncarpeted,01-05-'22 - Indefinite period  2w,51.994141,4.353281,included,https://kamernet.nl/en/for-rent/room-delft/menno-ter-braaklaan/room-2031478,Shared,Shared,Shared,Shared,Unknown,Unknown,3,1,POINT (4.353281 51.994141)
769,Vlamingstraat,Delft,Room,370,14,Uncarpeted,01-05-'22 - Indefinite period  2w,52.013433,4.361607,included,https://kamernet.nl/en/for-rent/room-delft/vlamingstraat/room-2031463,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.361607 52.013433)
770,Klooster,Delft,Room,370,20,Unfurnished,05-04-'22 - Indefinite period  2w,52.010356,4.365823,included,https://kamernet.nl/en/for-rent/room-delft/klooster/room-2031360,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8,1,POINT (4.365823 52.010356)
771,E. du Perronlaan,Delft,Room,330,20,Uncarpeted,03-04-'22 - Indefinite period  2w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2031349,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.352954 51.99601)
772,Koningsplein,Delft,Room,440,16,Furnished,02-04-'22 - 28-05-'22  2w,52.017059,4.353616,included,https://kamernet.nl/en/for-rent/room-delft/koningsplein/room-2031323,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.353616 52.017059)
773,Cornelis Trompstraat,Delft,Room,388,12,Uncarpeted,01-05-'22 - Indefinite period  3w,52.005422,4.367608,included,https://kamernet.nl/en/for-rent/room-delft/cornelis-trompstraat/room-2031289,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.367608 52.005422)
774,Teding van Berkhoutlaan,Delft,Room,400,11,Furnished,01-07-'22 - Indefinite period  3w,52.014238,4.331279,included,https://kamernet.nl/en/for-rent/room-delft/teding-van-berkhoutlaan/room-2031261,Unknown,Shared,Shared,Shared,Yes,B,2,1,POINT (4.331279 52.014238)
775,Schoemakerstraat,Delft,Room,575,15,Furnished,22-03-'22 - Indefinite period  3w,52.002938,4.376886,included,https://kamernet.nl/en/for-rent/room-delft/schoemakerstraat/room-2031207,Own,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.376886 52.002938)
776,Aan 't Verlaat,Delft,Room,325,10,Uncarpeted,01-05-'22 - Indefinite period  3w,52.019626,4.362142,included,https://kamernet.nl/en/for-rent/room-delft/aan-'t-verlaat/room-2031205,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.362142 52.019626)
777,Aan 't Verlaat,Delft,Room,390,16,Furnished,01-05-'22 - Indefinite period  3w,52.019626,4.362142,included,https://kamernet.nl/en/for-rent/room-delft/aan-'t-verlaat/room-2031202,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.362142 52.019626)
778,Raamstraat,Delft,Room,425,25,Unfurnished,10-04-'22 - Indefinite period  3w,52.005829,4.354029,included,https://kamernet.nl/en/for-rent/room-delft/raamstraat/room-2031022,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.354029 52.005829)
779,Aan 't Verlaat,Delft,Room,520,12,Furnished,01-04-'22 - 09-08-'22  3w,52.019626,4.362142,included,https://kamernet.nl/en/for-rent/room-delft/aan-'t-verlaat/room-2030201,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.362142 52.019626)
780,Raamstraat,Delft,Room,400,20,Uncarpeted,01-05-'22 - Indefinite period  3w,52.006241,4.354527,included,https://kamernet.nl/en/for-rent/room-delft/raamstraat/room-2030667,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.354527 52.006241)
781,Prof. Evertslaan,Delft,Room,310,13,Unfurnished,31-03-'22 - Indefinite period  3w,52.003056,4.382287,included,https://kamernet.nl/en/for-rent/room-delft/prof.-evertslaan/room-2030606,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.382287 52.003056)
782,Aart van der Leeuwlaan,Delft,Room,368,9,Unfurnished,01-04-'22 - Indefinite period  4w,51.992935,4.351595,included,https://kamernet.nl/en/for-rent/room-delft/aart-van-der-leeuwlaan/room-2029860,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.351595 51.992935)
783,Van Hasseltlaan,Delft,Room,330,20,Unfurnished,15-03-'22 - Indefinite period  4w,51.98934,4.343613,included,https://kamernet.nl/en/for-rent/room-delft/van-hasseltlaan/room-2029763,Shared,Shared,Own,Own,Yes,Unknown,More than 8,1,POINT (4.343613 51.98934)
784,Oude Delft,Delft,Room,350,16,Unfurnished,27-03-'22 - Indefinite period  4w,52.006026,4.360231,included,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2029760,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,More than 8,1,POINT (4.360231 52.006026)
785,Menno ter Braaklaan,Delft,Room,389,10,Unfurnished,25-03-'22 - Indefinite period  4w,51.994142,4.353287,included,https://kamernet.nl/en/for-rent/room-delft/menno-ter-braaklaan/room-2029633,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.353287 51.994142)
786,Hippolytusbuurt,Delft,Room,400,18,Furnished,25-04-'22 - 17-07-'22  4w,52.012083,4.356897,included,https://kamernet.nl/en/for-rent/room-delft/hippolytusbuurt/room-2029573,Shared,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (4.356897 52.012083)
787,E. du Perronlaan,Delft,Room,330,18,Furnished,30-04-'22 - 30-09-'22  4w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2029543,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.352954 51.99601)
788,Aan 't Verlaat,Delft,Room,350,11,Uncarpeted,01-04-'22 - Indefinite period  4w,52.019626,4.362142,included,https://kamernet.nl/en/for-rent/room-delft/aan-'t-verlaat/room-2029416,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.362142 52.019626)
789,Roland Holstlaan,Delft,Room,520,9,Furnished,01-05-'22 - Indefinite period  4w,51.994016,4.354925,excluded,https://kamernet.nl/en/for-rent/room-delft/roland-holstlaan/room-2029265,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.354925 51.994016)
790,Zuideinde,Delft,Room,295,19,Uncarpeted,03-04-'22 - Indefinite period  4w,52.002241,4.36258,included,https://kamernet.nl/en/for-rent/room-delft/zuideinde/room-2029292,Unknown,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (4.36258 52.002241)
791,Brasserskade,Delft,Room,380,12,Uncarpeted,21-03-'22 - Indefinite period  4w,52.023178,4.351972,included,https://kamernet.nl/en/for-rent/room-delft/brasserskade/room-2029235,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.351972 52.023178)
792,Van Hasseltlaan,Delft,Room,340,22,Unfurnished,01-04-'22 - Indefinite period  4w,51.988451,4.343542,included,https://kamernet.nl/en/for-rent/room-delft/van-hasseltlaan/room-2029147,Shared,Shared,Shared,Shared,Yes,Unknown,7,1,POINT (4.343542 51.988451)
793,Prof. Evertslaan,Delft,Room,310,13,Uncarpeted,01-04-'22 - 01-09-'22  4w,52.003056,4.382287,included,https://kamernet.nl/en/for-rent/room-delft/prof.-evertslaan/room-2029031,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.382287 52.003056)
794,Jan de Oudeweg,Delft,Studio,740,35,Furnished,11-03-'22 - Indefinite period  4w,52.005927,4.38293,excluded,https://kamernet.nl/en/for-rent/studio-delft/jan-de-oudeweg/studio-2029033,Own,Own,Own,Own,Yes,A,No,1,POINT (4.38293 52.005927)
795,Hugo de Grootstraat,Delft,Room,440,14,Uncarpeted,01-04-'22 - 17-09-'22  4w,52.007173,4.348348,included,https://kamernet.nl/en/for-rent/room-delft/hugo-de-grootstraat/room-2028950,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.348348 52.007173)
796,Bagijnhof,Delft,Room,335,20,Unfurnished,27-03-'22 - Indefinite period  4w,52.013584,4.353362,included,https://kamernet.nl/en/for-rent/room-delft/bagijnhof/room-2029015,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.353362 52.013584)
797,Oude Delft,Delft,Room,423,14,Furnished,17-04-'22 - 30-07-'22  4w,52.010481,4.35665,included,https://kamernet.nl/en/for-rent/room-delft/oude-delft/room-2028987,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.35665 52.010481)
798,Isaac da Costalaan,Delft,Room,353,12,Uncarpeted,01-04-'22 - Indefinite period  4w,51.996097,4.360078,included,https://kamernet.nl/en/for-rent/room-delft/isaac-da-costalaan/room-2028927,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.360078 51.996097)
799,Mandelastraat,Delft,Room,300,14,Unfurnished,17-03-'22 - Indefinite period  4w,51.982293,4.346148,excluded,https://kamernet.nl/en/for-rent/room-delft/mandelastraat/room-2028896,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.346148 51.982293)
800,E. du Perronlaan,Delft,Room,330,20,Unfurnished,01-04-'22 - Indefinite period  4w,51.99601,4.352954,included,https://kamernet.nl/en/for-rent/room-delft/e.-du-perronlaan/room-2028904,Shared,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.352954 51.99601)
801,Jacoba van Beierenlaan,Delft,Room,345,14,Furnished,01-04-'22 - 01-06-'22  4w,52.001908,4.351728,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2028852,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.351728 52.001908)
802,Voorstraat,Delft,Room,590,27,Furnished,15-05-'22 - 25-06-'22  08 Mar,52.014911,4.354511,included,https://kamernet.nl/en/for-rent/room-delft/voorstraat/room-2028303,Shared,Shared,Shared,Shared,Yes,A,More than 8,1,POINT (4.354511 52.014911)
803,Aan 't Verlaat,Delft,Room,360,12,Unfurnished,05-04-'22 - 01-07-'22  07 Mar,52.019626,4.362142,included,https://kamernet.nl/en/for-rent/room-delft/aan-'t-verlaat/room-2028225,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.362142 52.019626)
804,Bagijnhof,Delft,Room,340,20,Furnished,03-04-'22 - 06-08-'22  07 Mar,52.013584,4.353362,included,https://kamernet.nl/en/for-rent/room-delft/bagijnhof/room-2028136,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.353362 52.013584)
805,Brahmslaan,Delft,Room,455,13,Unfurnished,01-04-'22 - Indefinite period  07 Mar,51.995662,4.337273,included,https://kamernet.nl/en/for-rent/room-delft/brahmslaan/room-2027932,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.337273 51.995662)
806,Prins Mauritsstraat,Delft,Room,450,13,Uncarpeted,01-04-'22 - Indefinite period  03 Mar,52.007844,4.37409,included,https://kamernet.nl/en/for-rent/room-delft/prins-mauritsstraat/room-2027392,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.37409 52.007844)
807,Geerboogerd,Delft,Room,420,12,Furnished,25-07-'22 - 25-07-'23  02 Mar,52.016319,4.355043,included,https://kamernet.nl/en/for-rent/room-delft/geerboogerd/room-2027128,Shared,Shared,Shared,Shared,Yes,A,1,1,POINT (4.355043 52.016319)
808,Korvezeestraat,Delft,Room,350,30,Unfurnished,28-02-'22 - Indefinite period  02 Mar,51.997126,4.373059,included,https://kamernet.nl/en/for-rent/room-delft/korvezeestraat/room-2026427,Shared,Shared,Own,Own,Yes,Unknown,8,1,POINT (4.373059 51.997126)
809,Julianalaan,Delft,Room,250,10,Uncarpeted,01-04-'22 - Indefinite period  01 Mar,52.009838,4.371196,included,https://kamernet.nl/en/for-rent/room-delft/julianalaan/room-2026960,Shared,Shared,Shared,Shared,Yes,Unknown,6,1,POINT (4.371196 52.009838)
810,Herman Gorterhof,Delft,Room,600,15,Furnished,01-09-'22 - Indefinite period  01 Mar,51.99363,4.357406,included,https://kamernet.nl/en/for-rent/room-delft/herman-gorterhof/room-2026932,Shared,Shared,Shared,Shared,Yes,C,5,1,POINT (4.357406 51.99363)
811,Spoorsingel,Delft,Room,410,32,Furnished,16-03-'22 - 25-07-'22  01 Mar,52.012348,4.352052,included,https://kamernet.nl/en/for-rent/room-delft/spoorsingel/room-2026409,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.352052 52.012348)
812,Jacoba van Beierenlaan,Delft,Room,385,10,Uncarpeted,30-03-'22 - Indefinite period  28 Feb,52.001624,4.349818,included,https://kamernet.nl/en/for-rent/room-delft/jacoba-van-beierenlaan/room-2026614,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.349818 52.001624)
813,Busken Huetpad,Delft,Room,285,12,Unfurnished,01-04-'22 - Indefinite period  28 Feb,51.993742,4.359763,included,https://kamernet.nl/en/for-rent/room-delft/busken-huetpad/room-2026516,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.359763 51.993742)
814,Roland Holstlaan,Delft,Room,360,12,Unfurnished,16-03-'22 - Indefinite period  24 Feb,51.994016,4.354925,included,https://kamernet.nl/en/for-rent/room-delft/roland-holstlaan/room-2025528,Shared,Shared,Shared,Shared,Yes,E,2,1,POINT (4.354925 51.994016)
815,Van der Lelijstraat,Delft,Room,445,12,Unfurnished,01-03-'22 - 02-03-'27  24 Feb,52.010965,4.336536,included,https://kamernet.nl/en/for-rent/room-delft/van-der-lelijstraat/room-2025804,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.336536 52.010965)
816,Teding van Berkhoutstraat,Haarlem,Room,850,15,Unfurnished,01-05-'22 - Indefinite period  2d,52.379302,4.656521,excluded,https://kamernet.nl/en/for-rent/room-haarlem/teding-van-berkhoutstraat/room-2034489,Unknown,Shared,Own,Own,Unknown,Unknown,2,1,POINT (4.656521 52.379302)
817,Amsterdamstraat,Haarlem,Room,550,17,Unfurnished,07-04-'22 - Indefinite period  2d,52.379267,4.647613,included,https://kamernet.nl/en/for-rent/room-haarlem/amsterdamstraat/room-2034482,Unknown,Shared,Shared,Shared,No,A,Unknown,1,POINT (4.647613 52.379267)
818,Nassaustraat,Haarlem,Room,550,6,Unfurnished,01-05-'22 - 30-04-'23  4d,52.384275,4.635031,excluded,https://kamernet.nl/en/for-rent/room-haarlem/nassaustraat/room-2034124,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.635031 52.384275)
819,Jan van Zutphenstraat,Haarlem,Studio,700,50,Furnished,05-04-'22 - Indefinite period  4d,52.356407,4.65766,included,https://kamernet.nl/en/for-rent/studio-haarlem/jan-van-zutphenstraat/studio-2034115,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (4.65766 52.356407)
820,Anthony Fokkerlaan,Haarlem,Apartment,1250,70,Unfurnished,04-04-'22 - 01-04-'24  5d,52.407629,4.638101,excluded,https://kamernet.nl/en/for-rent/apartment-haarlem/anthony-fokkerlaan/apartment-2033675,Own,Own,Own,Own,No,A,No,3,POINT (4.638101 52.407629)
821,Schoterweg,Haarlem,Apartment,1150,47,Unfurnished,01-05-'22 - Indefinite period  5d,52.394527,4.641285,included,https://kamernet.nl/en/for-rent/apartment-haarlem/schoterweg/apartment-2033630,Own,Own,Own,Own,No,Unknown,No,2,POINT (4.641285 52.394527)
822,Jan Sluijterslaan,Haarlem,Room,950,30,Furnished,17-06-'22 - 17-06-'24  1d,52.377086,4.665358,included,https://kamernet.nl/en/for-rent/room-haarlem/jan-sluijterslaan/room-2034684,Own,Own,Own,Own,Yes,A,2,1,POINT (4.665358 52.377086)
823,Julianapark,Haarlem,Room,650,16,Unfurnished,06-04-'22 - 07-01-'23  1w,52.396854,4.642941,included,https://kamernet.nl/en/for-rent/room-haarlem/julianapark/room-2033272,Shared,Shared,Shared,Shared,No,Unknown,Unknown,1,POINT (4.642941 52.396854)
824,Bakkerstraat,Haarlem,Room,695,16,Furnished,01-04-'22 - Indefinite period  1w,52.373199,4.637369,included,https://kamernet.nl/en/for-rent/room-haarlem/bakkerstraat/room-2033212,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.637369 52.373199)
825,Theemsplein,Haarlem,Room,400,16,Furnished,01-05-'22 - 01-01-'23  1w,52.375281,4.612448,included,https://kamernet.nl/en/for-rent/room-haarlem/theemsplein/room-2032777,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.612448 52.375281)
826,Zijlstraat,Haarlem,Room,665,12,Uncarpeted,01-05-'22 - Indefinite period  2w,52.381808,4.634039,included,https://kamernet.nl/en/for-rent/room-haarlem/zijlstraat/room-2032285,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.634039 52.381808)
827,Italielaan,Haarlem,Apartment,1400,80,Unfurnished,01-06-'22 - Indefinite period  2w,52.361264,4.64911,excluded,https://kamernet.nl/en/for-rent/apartment-haarlem/italielaan/apartment-2031853,Own,Own,Own,Own,No,B,No,4,POINT (4.64911 52.361264)
828,Westergracht,Haarlem,Room,800,11,Furnished,29-03-'22 - Indefinite period  2w,52.377475,4.62319,included,https://kamernet.nl/en/for-rent/room-haarlem/westergracht/room-2031492,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.62319 52.377475)
829,Westergracht,Haarlem,Room,850,11,Furnished,29-03-'22 - Indefinite period  2w,52.377475,4.62319,included,https://kamernet.nl/en/for-rent/room-haarlem/westergracht/room-2031493,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.62319 52.377475)
830,Edward Jennerstraat,Haarlem,Apartment,2249,130,Unfurnished,01-04-'22 - 31-03-'24  2w,52.36258,4.656116,included,https://kamernet.nl/en/for-rent/apartment-haarlem/edward-jennerstraat/apartment-2031469,Shared,Shared,Shared,Shared,Yes,B,No,5,POINT (4.656116 52.36258)
831,Nassaulaan,Haarlem,Apartment,1340,50,Furnished,05-04-'22 - Indefinite period  3w,52.384069,4.633747,excluded,https://kamernet.nl/en/for-rent/apartment-haarlem/nassaulaan/apartment-2031174,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.633747 52.384069)
832,Ir. Lelyweg,Haarlem,Room,400,10,Furnished,17-03-'22 - Indefinite period  3w,52.386988,4.656974,excluded,https://kamernet.nl/en/for-rent/room-haarlem/ir.-lelyweg/room-2030298,Unknown,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (4.656974 52.386988)
833,Jan Gijzenkade,Haarlem,Room,610,25,Unfurnished,01-03-'22 - Indefinite period  01 Mar,52.406363,4.655431,included,https://kamernet.nl/en/for-rent/room-haarlem/jan-gijzenkade/room-1800422,Own,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.655431 52.406363)
834,Brusselseweg,Maastricht,Room,330,7,Furnished,01-05-'22 - Indefinite period  4h,50.857017,5.67144,included,https://kamernet.nl/en/for-rent/room-maastricht/brusselseweg/room-2034871,Unknown,Shared,Shared,Shared,Yes,Unknown,5,1,POINT (5.67144 50.857017)
835,Ambyerstraat Zuid,Maastricht,Room,321,22,Uncarpeted,01-07-'22 - Indefinite period  1d,50.85343,5.729102,included,https://kamernet.nl/en/for-rent/room-maastricht/ambyerstraat-zuid/room-2034647,Unknown,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.729102 50.85343)
836,Welsdaal,Maastricht,Room,750,45,Unfurnished,07-04-'22 - Indefinite period  2d,50.826047,5.722906,excluded,https://kamernet.nl/en/for-rent/room-maastricht/welsdaal/room-2034527,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2,POINT (5.722906 50.826047)
837,Tongerseweg,Maastricht,Studio,660,17,Furnished,07-04-'22 - Indefinite period  2d,50.841744,5.670447,excluded,https://kamernet.nl/en/for-rent/studio-maastricht/tongerseweg/studio-2034399,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (5.670447 50.841744)
838,Welsdaal,Maastricht,Room,835,40,Unfurnished,05-04-'22 - Indefinite period  4d,50.825869,5.722202,excluded,https://kamernet.nl/en/for-rent/room-maastricht/welsdaal/room-2034079,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2,POINT (5.722202 50.825869)
